持	 ug#用#序49152
びょちゅ	bxcc#类1#序14474
ビョチュ	bxcc#次#序15401
びょち	bxci#类1#序14536
ビョチ	bxci#次#序15463
びょちゃ	bxcv#类1#序14475
ビョチャ	bxcv#次#序15402
びょちょ	bxcx#类1#序14473
ビョチョ	bxcx#次#序15400
びょだ	bxda#类1#序14496
ビョダ	bxda#次#序15423
びょぢゅ	bxdc#类1#序14453
ビョヂュ	bxdc#次#序15380
びょで	bxde#类1#序14493
ビョデ	bxde#次#序15420
びょぢ	bxdi#类1#序14495
ビョヂ	bxdi#次#序15422
びょど	bxdo#类1#序14492
ビョド	bxdo#次#序15419
びょづ	bxdu#类1#序14494
ビョヅ	bxdu#次#序15421
びょぢゃ	bxdv#类1#序14454
ビョヂャ	bxdv#次#序15381
びょぢょ	bxdx#类1#序14452
ビョヂョ	bxdx#次#序15379
びょえ	bxee#类1#序14549
ビョエ	bxee#次#序15476
ビョファ	bxfa#次#序15356
ビョフェ	bxfe#次#序15354
ビョフィ	bxfi#次#序15355
ビョフォ	bxfo#次#序15353
びょが	bxga#类1#序14506
ビョガ	bxga#次#序15433
びょぎゅ	bxgc#类1#序14459
ビョギュ	bxgc#次#序15386
びょげ	bxge#类1#序14503
ビョゲ	bxge#次#序15430
びょぎ	bxgi#类1#序14505
ビョギ	bxgi#次#序15432
びょご	bxgo#类1#序14502
ビョゴ	bxgo#次#序15429
びょぐ	bxgu#类1#序14504
ビョグ	bxgu#次#序15431
びょぎゃ	bxgv#类1#序14460
ビョギャ	bxgv#次#序15387
びょぎょ	bxgx#类1#序14458
ビョギョ	bxgx#次#序15385
嫩	bxh#类3#序19724
びょは	bxha#类1#序14527
ビョハ	bxha#次#序15454
びょひゅ	bxhc#类1#序14468
ビョヒュ	bxhc#次#序15395
びょへ	bxhe#类1#序14524
ビョヘ	bxhe#次#序15451
びょひ	bxhi#类1#序14526
ビョヒ	bxhi#次#序15453
びょほ	bxho#类1#序14523
ビョホ	bxho#次#序15450
びょふ	bxhu#类1#序14525
ビョフ	bxhu#次#序15452
びょひゃ	bxhv#类1#序14469
ビョヒャ	bxhv#次#序15396
びょひょ	bxhx#类1#序14467
ビョヒョ	bxhx#次#序15394
びょい	bxii#类1#序14551
ビョイ	bxii#次#序15478
びょざ	bxja#类1#序14501
ビョザ	bxja#次#序15428
びょじゅ	bxjc#类1#序14456
ビョジュ	bxjc#次#序15383
びょぜ	bxje#类1#序14498
ビョゼ	bxje#次#序15425
びょじ	bxji#类1#序14500
ビョジ	bxji#次#序15427
びょぞ	bxjo#类1#序14497
ビョゾ	bxjo#次#序15424
びょず	bxju#类1#序14499
ビョズ	bxju#次#序15426
びょじゃ	bxjv#类1#序14457
ビョジャ	bxjv#次#序15384
びょじょ	bxjx#类1#序14455
ビョジョ	bxjx#次#序15382
びょか	bxka#类1#序14547
ビョカ	bxka#次#序15474
びょきゅ	bxkc#类1#序14480
ビョキュ	bxkc#次#序15407
びょけ	bxke#类1#序14544
ビョケ	bxke#次#序15471
びょき	bxki#类1#序14546
ビョキ	bxki#次#序15473
びょこ	bxko#类1#序14543
ビョコ	bxko#次#序15470
びょく	bxku#类1#序14545
ビョク	bxku#次#序15472
びょきゃ	bxkv#类1#序14481
ビョキャ	bxkv#次#序15408
弥栄	bxkw#类4#序15666
びょきょ	bxkx#类1#序14479
ビョキョ	bxkx#次#序15406
びょぁ	bxla#类1#序14445
ビョァ	bxla#次#序15372
ビョュ	bxlc#次#序15365
びょぇ	bxle#类1#序14442
ビョェ	bxle#次#序15369
ビョー	bxlg#次#序15352
びょぃ	bxli#类1#序14444
ビョィ	bxli#次#序15371
びょっ	bxll#类1#序14440
ビョッ	bxll#次#序15367
びょぉ	bxlo#类1#序14441
ビョォ	bxlo#次#序15368
弥生	bxls#类4#序15650
びょぅ	bxlu#类1#序14443
ビョゥ	bxlu#次#序15370
ビョャ	bxlv#次#序15366
ビョョ	bxlx#次#序15364
びょま	bxma#类1#序14522
ビョマ	bxma#次#序15449
びょみゅ	bxmc#类1#序14465
ビョミュ	bxmc#次#序15392
びょめ	bxme#类1#序14519
ビョメ	bxme#次#序15446
びょみ	bxmi#类1#序14521
ビョミ	bxmi#次#序15448
びょも	bxmo#类1#序14518
ビョモ	bxmo#次#序15445
びょむ	bxmu#类1#序14520
ビョム	bxmu#次#序15447
びょみゃ	bxmv#类1#序14466
ビョミャ	bxmv#次#序15393
びょみょ	bxmx#类1#序14464
ビョミョ	bxmx#次#序15391
びょな	bxna#类1#序14532
ビョナ	bxna#次#序15459
びょにゅ	bxnc#类1#序14471
ビョニュ	bxnc#次#序15398
びょね	bxne#类1#序14529
ビョネ	bxne#次#序15456
びょに	bxni#类1#序14531
ビョニ	bxni#次#序15458
びょん	bxnn#类1#序14507
ビョン	bxnn#次#序15434
びょの	bxno#类1#序14528
ビョノ	bxno#次#序15455
びょぬ	bxnu#类1#序14530
ビョヌ	bxnu#次#序15457
びょにゃ	bxnv#类1#序14472
ビョニャ	bxnv#次#序15399
びょにょ	bxnx#类1#序14470
ビョニョ	bxnx#次#序15397
びょお	bxoo#类1#序14548
ビョオ	bxoo#次#序15475
びょぱ	bxpa#类1#序14486
ビョパ	bxpa#次#序15413
びょぴゅ	bxpc#类1#序14447
ビョピュ	bxpc#次#序15374
びょぺ	bxpe#类1#序14483
ビョペ	bxpe#次#序15410
びょぴ	bxpi#类1#序14485
ビョピ	bxpi#次#序15412
びょぽ	bxpo#类1#序14482
ビョポ	bxpo#次#序15409
びょぷ	bxpu#类1#序14484
ビョプ	bxpu#次#序15411
びょぴゃ	bxpv#类1#序14448
ビョピャ	bxpv#次#序15375
びょぴょ	bxpx#类1#序14446
ビョピョ	bxpx#次#序15373
びょら	bxra#类1#序14517
ビョラ	bxra#次#序15444
びょりゅ	bxrc#类1#序14462
ビョリュ	bxrc#次#序15389
びょれ	bxre#类1#序14514
ビョレ	bxre#次#序15441
びょり	bxri#类1#序14516
ビョリ	bxri#次#序15443
印度ライオン	bxrn#类5#序21324
びょろ	bxro#类1#序14513
ビョロ	bxro#次#序15440
びょる	bxru#类1#序14515
ビョル	bxru#次#序15442
びょりゃ	bxrv#类1#序14463
ビョリャ	bxrv#次#序15390
びょりょ	bxrx#类1#序14461
ビョリョ	bxrx#次#序15388
びょさ	bxsa#类1#序14542
ビョサ	bxsa#次#序15469
びょしゅ	bxsc#类1#序14477
ビョシュ	bxsc#次#序15404
びょせ	bxse#类1#序14539
ビョセ	bxse#次#序15466
びょし	bxsi#类1#序14541
ビョシ	bxsi#次#序15468
びょそ	bxso#类1#序14538
ビョソ	bxso#次#序15465
びょす	bxsu#类1#序14540
ビョス	bxsu#次#序15467
びょしゃ	bxsv#类1#序14478
ビョシャ	bxsv#次#序15405
びょしょ	bxsx#类1#序14476
ビョショ	bxsx#次#序15403
びょた	bxta#类1#序14537
ビョタ	bxta#次#序15464
びょて	bxte#类1#序14534
ビョテ	bxte#次#序15461
びょと	bxto#类1#序14533
ビョト	bxto#次#序15460
びょつ	bxtu#类1#序14535
ビョツ	bxtu#次#序15462
弥陀	bxtw#类4#序15678
びょう	bxuu#类1#序14550
ビョウ	bxuu#次#序15477
ビョヴァ	bxva#次#序15362
ビョヴェ	bxve#次#序15360
ビョヴィ	bxvi#次#序15361
ビョヴォ	bxvo#次#序15359
ビョヴ	bxvu#次#序15363
びょわ	bxwa#类1#序14509
ビョワ	bxwa#次#序15436
ビョウェ	bxwe#次#序15357
ビョウィ	bxwi#次#序15358
びょを	bxwo#类1#序14508
ビョヲ	bxwo#次#序15435
嬾	bxxo#类3#序19723
弥	bxy#类3#序18880
びょゆ	bxyc#类1#序14511
ビョユ	bxyc#次#序15438
びょや	bxyv#类1#序14512
ビョヤ	bxyv#次#序15439
びょよ	bxyx#类1#序14510
ビョヨ	bxyx#次#序15437
云	by#类3#序25657
弧状	byam#类4#序15609
孵卵	bybl#类4#序14870
ブヨブヨ	byby#类5#序21325
ボヤボヤ	byby#类5#序21325
妙味	byda#类4#序15310
媛	byfr#类3#序19764
弧	byg#类3#序18873
留置場	bygo#类4#序15488
孵	byhi#类3#序21795
姪	byi#类3#序19727
希少価値	byjj#类4#序15604
孵化	byjv#类4#序14855
妙齢	bylj#类4#序15311
妙薬	bylu#类4#序15313
妙所	bymt#类4#序15305
妙計	bysn#类4#序15300
妙	byt#类3#序19706
婬	bytg#类3#序19758
妙技	byuc#类4#序15308
妙手	byus#类4#序15304
妙案	bywb#类4#序15309
迎春	bzai#类4#序15920
媒	bze#类3#序19800
弦	bzi#类3#序18776
迎合	bzjd#类4#序15885
媒体	bzje#类4#序15497
媒介	bzjp#类4#序15498
劉	bzpd#类3#序21792
媒質	bztt#类4#序15501
迎	bzu#类3#序22188
劃期的	bzun#类4#序15502
弦楽	bzuw#类4#序15311
弦月	bzvy#类4#序15330
媒酌	bzyn#类4#序15500
迎撃	bzyr#类4#序15901
彁	bzzk#类3#序18865
不	c#类3#序24754
灯	ca#类3#序22598
蛟	cab#类3#序23966
局面	cabm#类4#序13549
局留	cabq#类4#序13517
不承不承	caca#类4#序14018
灯火	cach#类4#序15648
蛞蝓	cacj#类4#序13538
蜻蛉	cacj#类4#序13861
局	cad#类3#序22872
蚌	caf#类3#序24183
灯下	cafy#类4#序15654
局地	cage#类4#序13546
爛熟	cagh#类4#序15625
チアガール	cagr#类5#序21326
チアーガール	cagr#类5#序21326
灯心	cahx#类4#序15649
局部	caid#类4#序13503
チアジン	cajn#类5#序21327
チアゾール	cajr#类5#序21328
灯台	cakd#类4#序15658
灯油	cakd#类4#序15653
爛漫	cako#类4#序15632
局外	caly#类4#序13519
盃	cam#类3#序25189
チアミン	camn#类5#序21329
局所	camt#类4#序13510
チアノーゼ	canj#类5#序21330
不承知	caod#类4#序14004
灯影	caog#类4#序15651
灯明	caov#类4#序15652
チアパス	caps#类5#序21331
チアリーダー	card#类5#序21332
チアリーディング	carg#类5#序21333
灯籠	cart#类4#序15644
展開図	carw#类4#序13321
蛞	cas#类3#序23996
局限	cati#类4#序13551
避病院	catw#类4#序13342
燗	cavy#类3#序22577
蜻	cavy#类3#序24133
爛	caxh#类3#序22572
不	cb#类3#序25197
不問	cbad#类4#序13114
燼	cbca#类3#序22567
チビチビ	cbcb#类5#序21334
不届	cbcd#类4#序13164
不炊	cbce#类4#序13157
飛ぶ火	cbch#类5#序22101
不尽	cbci#类4#序13160
不屈	cbcs#类4#序13165
不燃	cbcv#类4#序13156
不味	cbda#类4#序13176
不愍	cbdh#类4#序13166
チャブだい	cbdi#类5#序21335
居留民	cbdm#类4#序13477
不逞	cbdn#类4#序13175
不朽	cbef#类4#序13135
不様	cbeg#类4#序13133
不平	cbeh#类4#序13205
飛び下り自殺	cbfb#类5#序22102
不始末	cbfe#类4#序12210
不祥	cbfg#类4#序13146
不一	cbfi#类4#序13214
不正	cbfs#类4#序13213
蚓	cbg#类3#序23947
不吉	cbgd#类4#序13219
居留地	cbge#类4#序13479
飛び地	cbge#类5#序22103
不幸	cbgg#类4#序13216
不善	cbgh#类4#序13118
不義	cbgt#类4#序13117
不死	cbgv#类4#序13209
不埒	cbgy#类4#序13220
不憫	cbha#类4#序13162
飛び子	cbhi#类5#序22104
不慣	cbhk#类4#序13161
不発	cbhm#类4#序13108
不快	cbhn#类4#序13163
不充分	cbhp#类4#序12021
飛び道具	cbhq#类5#序22105
不遜	cbht#类4#序13232
不縁	cbib#类4#序13096
飛び級	cbic#类5#序22106
不純	cbif#类4#序13097
不良	cbii#类4#序13089
不敵	cbim#类4#序13113
不仲	cbjd#类4#序13104
不休	cbje#类4#序13103
不便	cbjf#类4#序13106
不倫	cbjj#类4#序13101
不備	cbjl#类4#序13109
不偏	cbjm#类4#序13098
不全	cbjn#类4#序13105
貴婦人	cbjr#类4#序13487
不信	cbjs#类4#序13099
不入	cbju#类4#序13119
不作	cbjw#类4#序13102
不潔	cbka#类4#序13195
ちゃぶ台	cbkd#类5#序22107
チャブ台	cbkd#类5#序21336
不況	cbkd#类4#序13190
不法	cbkg#类4#序13192
不治	cbkk#类4#序13197
不満	cbkl#类4#序13198
不参	cbkm#类4#序13230
不滅	cbkn#类4#序13196
不測	cbko#类4#序13189
不戦	cbkq#类4#序13191
チューブカッタ	cbkt#类5#序21337
不通	cbkt#类4#序13229
不能	cbkv#类4#序13228
不漁	cbkw#类4#序13184
不覚	cbkw#类4#序13187
不浄	cbkx#类4#序13185
不渡	cbkx#类4#序13182
チベットノロバ	cblb#类5#序21338
不動	cbld#类4#序13125
不敬	cblg#类4#序13236
ちびっ子	cblh#类5#序22108
チビっ子	cblh#类5#序21339
虫媒花	cblj#类4#序13471
チビっこ	cblk#类5#序21341
チベットスナギツネ	cbln#类5#序21342
チベット語	cbls#类5#序21343
チベット	cblt#类5#序21344
不同	cbmf#类4#序13169
不猟	cbmp#类4#序13144
飛び石	cbms#类5#序22109
不確	cbmw#类4#序13225
不在	cbng#类4#序13226
ちびぬみー	cbnm#类5#序21345
不馴	cbno#类4#序13227
不時	cbog#类4#序13180
不敗	cboh#类4#序13168
不易	cbon#类4#序13178
不明	cbov#类4#序13181
不順	cbow#类4#序13177
不断	cbpa#类4#序13158
不精	cbpa#类4#序13159
不如帰	cbpb#类4#序12197
不帰	cbpb#类4#序13091
不惑	cbpd#类4#序13237
ちょび髭	cbpe#类5#序22110
不粋	cbpk#类4#序13155
不興	cbpm#类4#序13107
不足	cbpu#类4#序13174
不行	cbpx#类4#序13128
不眠	cbqd#类4#序13201
不具	cbqh#类4#序13200
不孝	cbqh#类4#序13217
不老	cbql#类4#序13218
不面目	cbqm#类4#序13934
不遇	cbqv#类4#序13179
チョベリバ	cbrb#类5#序21346
飛び箱	cbre#类5#序22111
チョベリグ	cbrg#类5#序21347
不等	cbrg#类4#序13127
不評	cbse#类4#序13095
飛ばし記事	cbsf#类5#序22112
不詳	cbsg#类4#序13090
飛ばし携帯	cbsl#类5#序22113
不調	cbsm#类4#序13094
不言	cbsy#类4#序13086
飛び降り自殺	cbtb#类5#序22114
不向	cbtm#类4#序13121
不随	cbtn#类4#序13234
チューブトップ	cbtp#类5#序21348
不用	cbty#类4#序13222
不振	cbuf#类4#序13140
不揃	cbuh#类4#序13136
不払	cbuk#类4#序13141
不要	cbvb#类4#序13132
不毛	cbvm#类4#序13129
不文	cbvw#类4#序13087
不服	cbvz#类4#序13223
不実	cbwa#类4#序13154
不安	cbwb#类4#序13147
居留守	cbwk#类4#序13475
不徳	cbwn#类4#序13126
不定	cbwt#类4#序13151
不審	cbwt#类4#序13148
不運	cbwy#类4#序13149
不急	cbxb#类4#序13142
不和	cbxd#类4#序13122
不如意	cbxh#类4#序12202
不意	cbxh#类4#序13116
不利	cbxp#类4#序13124
不束	cbxs#类4#序13211
不穏	cbxy#类4#序13131
不当	cbyb#类4#序13183
不貞	cbyo#类4#序13202
不羈	cbyt#类4#序13171
不肖	cbyv#类4#序13193
不変	cbzc#类4#序13092
不躾	cbzg#类4#序13120
不可	cbzk#类4#序13134
不釣	cbzn#类4#序13145
不慮	cbzq#类4#序13203
ちゅ	cc#类1#序15865
チュ	cc#次#序16381
虫	cc#类3#序24113
ちゅあ	ccaa#类1#序15637
チュア	ccaa#次#序16123
炎症	ccaf#类4#序15699
居間	ccao#类4#序13729
ちゅば	ccba#类1#序15576
チュバ	ccba#次#序16062
ちゅびゅ	ccbc#类1#序15535
チュビュ	ccbc#次#序16021
ちゅべ	ccbe#类1#序15573
チュベ	ccbe#次#序16059
ちゅび	ccbi#类1#序15575
チュビ	ccbi#次#序16061
ちゅぼ	ccbo#类1#序15572
チュボ	ccbo#次#序16058
鶯張	ccbp#类4#序15694
居留	ccbq#类4#序13735
ちゅぶ	ccbu#类1#序15574
チュブ	ccbu#次#序16060
ちゅびゃ	ccbv#类1#序15536
チュビャ	ccbv#次#序16022
ちゅびょ	ccbx#类1#序15534
チュビョ	ccbx#次#序16020
蠱	ccca#类3#序24090
ちゅちゅ	cccc#类1#序15559
チュチュ	cccc#次#序16045
蝦蛄	cccc#类4#序13629
蟲	cccc#类3#序24088
蠑	ccce#类3#序24049
ちゅち	ccci#类1#序15621
チュチ	ccci#次#序16107
ちゅちゃ	cccv#类1#序15560
チュチャ	cccv#次#序16046
ちゅちょ	cccx#类1#序15558
チュチョ	cccx#次#序16044
ちゅだ	ccda#类1#序15581
チュダ	ccda#次#序16067
ちゅぢゅ	ccdc#类1#序15538
チュヂュ	ccdc#次#序16024
ちゅで	ccde#类1#序15578
チュデ	ccde#次#序16064
ちゅぢ	ccdi#类1#序15580
チュヂ	ccdi#次#序16066
虫唾	ccdl#类4#序13819
ちゅど	ccdo#类1#序15577
チュド	ccdo#次#序16063
ちゅづ	ccdu#类1#序15579
チュヅ	ccdu#次#序16065
ちゅぢゃ	ccdv#类1#序15539
チュヂャ	ccdv#次#序16025
ちゅぢょ	ccdx#类1#序15537
チュヂョ	ccdx#次#序16023
ちゅえ	ccee#类1#序15634
チュエ	ccee#次#序16120
チュファ	ccfa#次#序16000
チュフェ	ccfe#次#序15998
チュフィ	ccfi#次#序15999
炎天	ccfm#类4#序15736
チュフォ	ccfo#次#序15997
居	ccg#类3#序23038
蛄	ccg#类3#序24184
ちゅが	ccga#类1#序15591
チュガ	ccga#次#序16077
ちゅぎゅ	ccgc#类1#序15544
チュギュ	ccgc#次#序16030
ちゅげ	ccge#类1#序15588
チュゲ	ccge#次#序16074
居残	ccgf#类4#序13742
炎熱	ccgh#类4#序15737
蟷螂が斧	ccgh#类5#序22115
ちゅぎ	ccgi#类1#序15590
チュギ	ccgi#次#序16076
ちゅご	ccgo#类1#序15587
チュゴ	ccgo#次#序16073
居着	ccgq#类4#序13731
居士	ccgs#类4#序13745
ちゅぐ	ccgu#类1#序15589
チュグ	ccgu#次#序16075
ちゅぎゃ	ccgv#类1#序15545
チュギャ	ccgv#次#序16031
ちゅぎょ	ccgx#类1#序15543
チュギョ	ccgx#次#序16029
炎	cch#类3#序22632
ちゅは	ccha#类1#序15612
チュハ	ccha#次#序16098
ちゅひゅ	cchc#类1#序15553
チュヒュ	cchc#次#序16039
居並	cchc#类4#序13728
ちゅへ	cche#类1#序15609
チュヘ	cche#次#序16095
ちゅひ	cchi#类1#序15611
チュヒ	cchi#次#序16097
ちゅほ	ccho#类1#序15608
チュホ	ccho#次#序16094
チチハル	cchr#类5#序21349
ちゅふ	cchu#类1#序15610
チュフ	cchu#次#序16096
ちゅひゃ	cchv#类1#序15554
チュヒャ	cchv#次#序16040
ちゅひょ	cchx#类1#序15552
チュヒョ	cchx#次#序16038
ちゅい	ccii#类1#序15636
チュイ	ccii#次#序16122
居竦	ccix#类4#序13730
蛇遣い座	ccix#类5#序22116
ちゅざ	ccja#类1#序15586
チュザ	ccja#次#序16072
ちゅじゅ	ccjc#类1#序15541
チュジュ	ccjc#次#序16027
居合	ccjd#类4#序13726
火熨斗	ccjd#类4#序15760
ちゅぜ	ccje#类1#序15583
チュゼ	ccje#次#序16069
居候	ccjg#类4#序13725
ちゅじ	ccji#类1#序15585
チュジ	ccji#次#序16071
居住	ccji#类4#序13723
居坐	ccjj#类4#序13724
虫偏	ccjm#类4#序13792
ちゅぞ	ccjo#类1#序15582
チュゾ	ccjo#次#序16068
ちゅず	ccju#类1#序15584
チュズ	ccju#次#序16070
ちゅじゃ	ccjv#类1#序15542
チュジャ	ccjv#次#序16028
ちゅじょ	ccjx#类1#序15540
チュジョ	ccjx#次#序16026
ちゅか	ccka#类1#序15632
チュカ	ccka#次#序16118
ちゅきゅ	cckc#类1#序15565
チュキュ	cckc#次#序16051
ちゅけ	ccke#类1#序15629
チュケ	ccke#次#序16115
ちゅき	ccki#类1#序15631
チュキ	ccki#次#序16117
ちゅこ	ccko#类1#序15628
チュコ	ccko#次#序16114
ちゅく	ccku#类1#序15630
チュク	ccku#次#序16116
ちゅきゃ	cckv#类1#序15566
チュキャ	cckv#次#序16052
ちゅきょ	cckx#类1#序15564
チュキョ	cckx#次#序16050
ちゅぁ	ccla#类1#序15530
チュァ	ccla#次#序16016
チュュ	cclc#次#序16009
虫歯	cclc#类4#序13825
ちゅぇ	ccle#类1#序15527
チュェ	ccle#次#序16013
チュー	cclg#次#序15996
ちゅぃ	ccli#类1#序15529
チュィ	ccli#次#序16015
ちゅっ	ccll#类1#序15525
チュッ	ccll#次#序16011
虫垂	ccll#类4#序13800
ちゅぉ	cclo#类1#序15526
チュォ	cclo#次#序16012
蝦蟇	cclo#类4#序13634
ちゅぅ	cclu#类1#序15528
チュゥ	cclu#次#序16014
チュャ	cclv#次#序16010
チュョ	cclx#次#序16008
蝦	ccm#类3#序24057
ちゅま	ccma#类1#序15607
チュマ	ccma#次#序16093
蝦夷	ccmb#类4#序13631
ちゅみゅ	ccmc#类1#序15550
チュミュ	ccmc#次#序16036
ちゅめ	ccme#类1#序15604
チュメ	ccme#次#序16090
ちゅみ	ccmi#类1#序15606
チュミ	ccmi#次#序16092
ちゅも	ccmo#类1#序15603
チュモ	ccmo#次#序16089
居所	ccmt#类4#序13734
ちゅむ	ccmu#类1#序15605
チュム	ccmu#次#序16091
ちゅみゃ	ccmv#类1#序15551
チュミャ	ccmv#次#序16037
ちゅみょ	ccmx#类1#序15549
チュミョ	ccmx#次#序16035
ちゅな	ccna#类1#序15617
チュナ	ccna#次#序16103
ちゅにゅ	ccnc#类1#序15556
チュニュ	ccnc#次#序16042
ちゅね	ccne#类1#序15614
チュネ	ccne#次#序16100
ちゅに	ccni#类1#序15616
チュニ	ccni#次#序16102
ちゅん	ccnn#类1#序15592
チュン	ccnn#次#序16078
ちゅの	ccno#类1#序15613
チュノ	ccno#次#序16099
居直	ccnq#类4#序13744
ちゅぬ	ccnu#类1#序15615
チュヌ	ccnu#次#序16101
ちゅにゃ	ccnv#类1#序15557
